Lyrics,Release date,Artist,Track
produced by terrace martin larrance dopson additional production by sounwave directed by colin tilley the little homies poem kendrick lamar i remember you was conflicted misusing your influence sometimes i did the same  kendrick lamar anna wise woman moaning if these walls could talk if these walls could talk if these walls could talk if these walls could talk if these walls could talk if these walls could talk sex  anna wise kendrick lamar she just want to close her eyes and sway with you with you with you exercise her right to work it out its true its true its true shout out to the birthday girls say hey hey say hey hey ah girl everyone deserves a night to play play she plays only when you tell her no  anna wise thundercat bilal if these walls could talk i can feel your reign when it cries gold lives inside of you if these walls could talk i love it when im in it i love it when im in it  kendrick lamar if these walls could talk theyd tell me to swim good no boat i float better than he would no life jacket im not the god of nazareth but your flood can be misunderstood walls telling me they full of pain resentment need someone to live in them just to relieve tension me im just a tenant landlord said these walls vacant more than a minute these walls are vulnerable exclamation interior pink color coordinated i interrogated every nook and cranny i mean its still amazing before they couldnt stand me these walls want to cry tears these walls happier when im here these walls never could hold up every time i come around demolition might crush  anna wise thundercat bilal if these walls could talk i can feel your reign when it cries gold lives inside of you if these walls could talk i love it when im in it i love it when im in it  kendrick lamar if these walls could talk theyd tell me to go deep yelling at me continuously i can see your defense mechanism is my decision knock these walls down thats my religion walls feeling like they ready to close in i suffocate then catch my second wind i resonate in these walls i dont know how long i can wait in these walls ive been on the streets too long looking at you from the outside in they sing the same old song about how they walls always the cleanest i beg to differ i mustve missed them im not involved id rather diss em id rather call on you put your wall up cause when i come around demolition gon crush  anna wise thundercat bilal if these walls could talk i can feel your reign when it cries gold lives inside of you if these walls could talk i love it when im in it i love it when im in it instrumental break  kendrick lamar if your walls could talk theyd tell you its too late your destiny accept it your fate burn accessories and stash them on the yard take the recipe the bible and god wall telling you that commissary is low race wars happening no calling co no calling your mother to save you homies to say youre irrepetible not acceptable your behavior is sammy the bull like a killer that turned snitch walls is telling me you a bitch you pray for appeals hoping the warden would afford them that sentence so important walls telling you to listen to sing about me retaliation is strong you even dream bout me killed my homeboy and god spared your life dumb criminal got indicted same night so when you play this song rewind the first  about me abusing my power so you can hurt about me and her in the shower whenever she horny about me and her in the after hours of the morning about her baby daddy currently serving life and how she think about you until we meet up at night about the only girl that cared about you when you asked her and how she fuckin on a famous rapper walls can talk talk poem kendrick lamar i remember you was conflicted misusin your influence sometimes i did the same abusin my power full of resentment resentment that turned into a deep depression found myself screamin in a hotel room,"October 13, 2015",Kendrick Lamar,These Walls
produced by flying lotus ronald flippa colson additional production by sounwave thundercat sample boris gardiner every nigga is a star ayy every nigga is a star every nigga is a star ayy every nigga is a star every nigga is a star ayy who will deny that you and i and every nigga is a star  josef leimberg hit me when the four corners of this cocoon collide youll slip through the cracks hopin that youll survive gather your wit take a deep look inside are you really who they idolize to pimp a butterfly  kendrick lamar at first i did love you but now i just wanna fuck late nights thinkin of you until i get my nut tossed and turned lesson learned you was my first girlfriend s burned all across the board destroyed but what for  kendrick lamar when i get signed homie ima act a fool hit the dance floor strobe lights in the room snatch your little secretary bitch for the homies blueeyed devil with a fatass monkey ima buy a brand new caddy on vogues chunk the hood up two times deucefour platinum on everythin platinum on weddin ring married to the game and a bad bitch chose when i get signed homie ima buy a strap straight from the cia set it on my lap take a few m to the hood pass em all out on the block whats good ima put the compton swap meet by the white house republican run up get socked out hit the press with a cuban link on my neck uneducated but i got a milliondollar check like that refrain thundercat george clinton we should never gave we should never gave niggas money go back home money go back home we should never gave we should never gave niggas money go back home money go back home everybody get out  kendrick lamar thundercat george clinton at first i did love you love you but now i just wanna fuck i just wanna fuck late nights thinkin of you of you until i get my nut til i get my nut tossed and turned lesson learned you was my first girlfriend s burned all across the board across the board destroyed but what for break dr dre yo whats up its dre remember the first time you came out to the house you said you wanted a spot like mine but remember anybody can get it the hard part is keepin it motherfucker  kendrick lamar what you want you a house or a car forty acres and a mule a piano a guitar anythin see my name is uncle sam im your dog motherfucker you can live at the mall i know your kind thats why im kind dont have receipts oh man thats fine pay me later wear those gators clich then say fuck your haters i can see the baller in you i can see the dollar in you little white lies but its no whitecollar in you but its whatever though because im still followin you because you make me live forever baby count it all together baby then hit the register and make me feel better baby your horoscope is a gemini two sides so you better cop everything two times two coupes two chains two cnotes too much aint enough both we know christmas tell em whats on your wish list get it all you deserve it kendrick and when you hit the white house do you but remember you aint pass economics in school and everything you buy taxes will deny ill wesley snipe your ass before thirtyfive  george clinton kendrick lamar yeah lookin down its quite a drop its quite a drop drop drop lookin good when youre on top when youre on top you got it you got a medal for us leavin metaphors metaphysically in a state of euphoria look both ways before you cross my mind refrain thundercat george clinton we should never gave we should never gave niggas money go back home money go back home we should never gave we should never gave niggas money go back home money go back home  anna wise whitney alford tax man comin tax man comin tax man comin tax man comin tax man comin tax man comin tax man comin tax man comin,"March 23, 2015",Kendrick Lamar,Wesley's Theory
bkon kid capri america god bless you if its good to you america please take my hand can you help me underst new kung fu kenny  kendrick lamar throw a steak off the ark to a pool full of sharks hell take it leave him in the wilderness with a sworn nemesis hell make it take the gratitude from him i bet hell show you somethin whoa ill chip a nigga lil bit of nothin ill chip a nigga lil bit of nothin ill chip a nigga lil bit of nothin ill chip a nigga then throw the blower in his lap walk myself to the court like bitch i did that xrated johnny dont wanna go to school no mo no mo johnny said books aint cool no mo no mo johnny wanna be a rapper like his big cousin johnny caught a body yesterday out hustlin god bless america you know we all love him  kendrick lamar yesterday i got a call like from my dog like said they killed his only son because of insufficient funds he was sobbin he was mobbin way belligerent and drunk talkin out his head philosophin on what the lord had done he said kdot can you pray for me it been a fucked up day for me i know that you anointed show me how to overcome he was lookin for some closure hopin i could bring him closer to the spiritual my spirit do know better but i told him i cant sugarcoat the answer for you this is how i feel if somebody kill my son that mean somebody gettin killed tell me what you do for love loyalty and passion of all the memories collected moments you could never touch ill wait in front a niggas spot and watch him hit his block ill catch a nigga leavin service if thats all i got ill chip a nigga then throw the blower in his lap walk myself to the court like bitch i did that aint no black power when your baby killed by a coward i cant even keep the peace dont you fuck with one of ours it be murder in the street it be bodies in the hour ghetto bird be on the street paramedics on the dial let somebody touch my momma touch my sister touch my woman touch my daddy touch my niece touch my nephew touch my brother you should chip a nigga then throw the blower in his lap matter fact im bout to speak at this convention call you back break kendrick lamar alright kids were gonna talk about gun control pray for me damn  bono its not a place this country is to me a sound of drum and bass you close your eyes to look around  kendrick lamar hail mary jesus and joseph the great american flag is wrapped in drag with explosives compulsive disorder sons and daughters barricaded blocks and borders look what you taught us its murder on my street your street back streets wall street corporate offices banks employees and bosses with homicidal thoughts donald trumps in office we lost barack and promised to never doubt him again but is america honest or do we bask in sin pass the gin i mix it with american blood then bash him in you crippin or you married to blood ill ask againoops accident its nasty when you set us up then roll the dice then bet us up you overnight the big rifles then tell fox to be scared of us gang members or terrorists et cetera et cetera americas reflections of me thats what a mirror does  bono its not a place this country is to me a sound of drum and bass you close your eyes to look ar,"April 14, 2017",Kendrick Lamar,XXX.
kid capri new shit new kung fu kenny  kendrick lamar i got so many theories and suspicions im diagnosed with real nigga conditions today is the day i follow my intuition keep the family closeget money fuck bitches i double parked the aston in the red my momma told me that ima work myself to death my girl told me dont let these hoes get in my head my world been ecstatic i checked the signal that read  kendrick lamar buzzin radars is buzzin yah yah yah yah yah yah yah yah yah yah buzzin radars is buzzin yah yah yah yah yah yah yah yah yah yah  kendrick lamar interviews wanna know my thoughts and opinions fox news wanna use my name for percentage my latest muse is my niece she worth livin see me on the tv and scream thats uncle kendrick yeah thats the business uno somebody tell geraldo this nigga got some ambition im not a politician im not bout a religion im a israelite dont call me black no mo that word is only a color it aint facts no mo my cousin called my cousin carl duckworth said know my worth and deuteronomy say that we all been cursed i know he walks the earth but its money to get bitches to hit yah zeroes to flip temptation is yah first on my list i cant resist yah everyone together now know that we forever  kendrick lamar buzzin radars is buzzin yah yah yah yah yah yah yah yah yah yah buzzin radars is buzzin yah yah yah yah yah yah yah yah yah yah,"April 14, 2017",Kendrick Lamar,YAH.
produced by lovedragon  study long study wrong nigga hey yall close that front door yall let flies in this motherfucker close that door my og up in this motherfucker right now my pops man with the bottle of hennessy in his hand actin a fool hey hey babe check it out ima tell you what my mama had said she like  i could spot you a mile away i could see your insecurities written all on your face so predictable your words i know what you gonna say who you foolin oh you assuming you can just come and hang with the homies but your level of realness aint the same circus acts only attract those that entertain small talk we know that its all talk we live in the laugh factory every time they mention your name  askin where the hoes at to impress me askin where the moneybags to impress me say you got the burner stashed to impress me its all in your head homie askin where the plug at to impress me askin where the juug at to impress me askin where its at only upsets me you sound like the feds homie  you aint gotta lie to kick it my nigga you aint gotta lie you aint gotta lie you aint gotta lie to kick it my nigga you aint gotta try so hard you aint gotta lie to kick it my nigga you aint gotta lie you aint gotta lie you aint gotta lie to kick it my nigga you aint gotta try so hard  and the world dont respect you and the culture dont accept you but you think its all love and the girls gon neglect you once your parody is done reputation cant protect you if you never had one jealousy complex emotional complex selfpity complex under oath complex the loudest one in the room nigga thats a complex let me put it back in proper context  you aint gotta lie to kick it my nigga you aint gotta lie you aint gotta lie you aint gotta lie to kick it my nigga you aint gotta try so hard you aint gotta lie to kick it my nigga you aint gotta lie you aint gotta lie you aint gotta lie to kick it my nigga you aint gotta try so hard  askin where the hoes at to impress me askin where the moneybags to impress me say you got the burner stashed to impress me its all in your head homie askin where the plug at to impress me askin where the juug at to impress me askin where its at only upsets me you sound like the feds homie pause  what do you got to offer tell me before we off ya put you deep in the coffin been allergic to talkin been a virgin to bullshit and sell a dream in the auction tell me just who your boss is niggas be fugazi bitches be fugazi this is for fugazi niggas and bitches who make habitual lyin babies bless them little hearts you can never persuade me you can never relate me to him to her or that to them or you the truth you love to bend in the back in the bed on the floor thats your ho on the couch in the mouth ill be out really though so loud rich niggas got low money and loud broke niggas got no money the irony behind it is so funny and i seen it all this past year pass on some advice we feel  you aint gotta lie to kick it my nigga you aint gotta lie you aint gotta lie you aint gotta lie to kick it my nigga you aint gotta try so hard you aint gotta lie to kick it my nigga you aint gotta lie you aint gotta lie you aint gotta lie to kick it my nigga you aint gotta try so hard crowd noise,"March 15, 2015",Kendrick Lamar,You Ain't Gotta Lie (Momma Said)
produced by pharrell williams hook pharrell williams mass hallucination baby ill education baby want to reconnect with your elations this is your station baby  kendrick lamar look inside these walls and you see im havin withdrawals of a prisoner on his way trapped inside your desire to fire bullets that stray track attire just tell you im tired and ran away i should ask a choir what do you require to sing a song that acquire me to have faith as the record spin i should pray for the record i recognize that im easily prey i got ate alive yesterday i got animosity buildin its probly big as a buildin me jumpin off of the roof is me just playin it safe but what am i posed to do when the topic is red or blue and you understand that i aint but know im accustomed to just a couple that look for trouble and live in the street with rank no better picture to paint than me walkin from bible study and called his homies because he had said he noticed my face from a function that tooken place they was wonderin if i bang step on my neck and get blood on your nike checks i dont mind cause one day youll respect the good kid maad city hook pharrell williams mass hallucination baby ill education baby want to reconnect with your elations this is your station baby  kendrick lamar all i see is strobe lights blindin me in my hindsight findin me by myself promise me you can help in all honesty i got time to be copacetic until you had finally made decision to hold me against my will it was like a headon collision that folded me standing still i can never pick out the difference and grade a cop on the bill every time you clock in the morning i feel you just want to kill all my innocence while ignorin my purpose to persevere as a better person i know you heard this and probably in fear but what am i posed to do when the blinkin of red and blue flash from the top of your roof and your dog has to say woof and you ask lift up your shirt because you wonder if a tattoo of affiliation can make it a pleasure to put me through gang files but that dont matter because the matter is racial profile i heard em chatter hes probly young but i know that hes down step on his neck as hard as your bulletproof vest he dont mind he know well never respect the good kid maad city hook pharrell williams mass hallucination baby ill education baby want to reconnect with your elations this is your station baby  kendrick lamar all i see in this room s xannies and these shrooms grownup candy for pain can we live in a sane society its entirely stressful upon my brain you hired me as a victim i quietly hope for change when violence is the rhythm inspired me to obtain the silence in this room with s xannies and shrooms some grownup candy i lost it i feel its nothin to lose the streets sure to release the worst side of my best dont mind cause now you ever in debt to good kid maad city hook pharrell williams mass hallucination baby ill education baby want to reconnect with your elations this is your station baby,"October 22, 2012",Kendrick Lamar,​good kid
produced by rahki directed by alexandre moors and the little homies  is this mic on hey move this way this way hey hey hey turn the mic up cmon cmon is the mic on or not i want the mic were bringing up nobody nobody nobody but the number one rapper in the world he done traveled all over the world he came back just to give you some game all of the little boys and girls come up here one two one two whats happening fool come right here this is for you come on up kendrick lamar make some noise brother i done been through a whole lot trial tribulation but i know god the devil wanna put me in a bow tie pray that the holy water dont go dry as i look around me so many motherfuckers wanna down me but an enemigo never drown me in front of a dirty doublemirror they found me  and i love myself when you lookin at me tell me what do you see i love myself ahh i put a bullet in the back of the back of the head of the police i love myself illuminated by the hand of god boy dont seem shy i love myself one day at a time  they wanna say its a war outside bomb in the street gun in the hood mob of police rock on the corner with a line for the fiend and a bottle full of lean and a model on the scheme uh these days of frustration keep yall on tuck and rotation come to the front i duck these cold faces post up fifiefofum basis dreams of realitys peace blow steam in the face of the beast sky could fall down wind could cry now look at me motherfucker i smile  and i love myself when you lookin at me tell me what do you see i love myself ahh i put a bullet in the back of the back of the head of the police i love myself illuminated all yall come to the front yall come up to the front i love myself baby what about you come on  crazy what you gon do lift up your head and keep moving keep moving turn the mic up haunt you peace to fashion police i wear my heart on my sleeve let the runway start you know the miserable do love company what do you want from me and my scars everybody lack confidence everybody lack confidence how many times my potential was anonymous how many times the city making me promises so i promise this nigga  i love myself when you lookin at me tell me what do you see i love myself ahh i put a bullet in the back of the back of the head of the police i love myself illuminated by the hand of god boy dont seem shy i love myself  huh walk my bare feet huh walk my bare feet huh down down valley deep huh down down valley deep i love myself huh fifiefofum huh fifiefofum i love myself huh my heart undone one two three  i went to war last night with an automatic weapon dont nobody call a medic ima do it till i get it right i went to war last night night night night night ive been dealing with depression ever since an adolescent duckin every other blessin i can never see the message i could never take the lead i could never bob and weave from a negative and letting them annihilate me and its evident im moving at a meteor speed finna run into a building lay my body spoken interlude offstage argument not on my not while im up here not on my time kill the music not on my time we could save that shit for the streets we could save that shit this for the kids bro niggas tired of playin victim dog niggas aint trying to play vic tutu how many niggas we done lost yanyan how many we done lost no for real answer the que how many niggas we done lost bro this this year alone exactly so we aint got time to waste time my nigga niggas gotta make time bro the judge make time you know that the judge make time right the judge make time so it aint shit it shouldnt be shit for us to come out here and appreciate the little bit of life we got left dog on the dead homies charlie p you know that bro you know that its mando right its mando and i say this because i love you niggas man i love all my niggas bro exac enough said enough said and we gon get back to the show and move on because that shit petty my nigga mic check mic check mic check mic check mic check we gon do some acapella shit before we get back to all my niggas listen listen to this  i promised dave id never use the phrase fuck nigga he said think about what you saying fuck niggas no better than samuel on the django no better than a white man with slave boats sound like i needed some soul searching my pops gave me some game in real person retraced my steps on what they never taught me did my homework fast before government caught me so ima dedicate this one  to oprah on how the infamous sensitive nword control us so many artists gave her an explanation to hold us well this is my explanation straight from ethiopia negus definition royalty king royalty wait listen negus description black emperor king ruler now let me finish the history books overlook the word and hide it america tried to make it to a house divided the homies dont recognize we been using it wrong so ima break it down and put my game in a song negus say it with me or say it no more black stars can come and get me take it from oprah winfrey tell her she right on time kendrick lamar by far realest negus alive,"March 15, 2015",Kendrick Lamar,​i (Album Version)
part i produced by sounwave  kendrick lamar schoolboy q if pirus and crips all got along theyd probably gun me down by the end of this song seem like the whole city go against me every time im in the street i hear yawk yawk yawk yawk  kendrick lamar man down where you from nigga fuck who you knowwhere you from my nigga where your grandma stay huh my nigga this maad city i run my nigga  kendrick lamar brace yourself ill take you on a trip down memory lane this is not a rap on how im slingin crack or move cocaine this is culdesac and plenty cognac and major pain not the drill sergeant but the stress that weighin on your brain it was me l boog and yan yan yg lucky ride down rosecrans it got ugly wavin yo hand out the window check yourself uh warriors and conans hope euphoria can slow dance with society the driver seat the first one to get killed seen a lightskinned nigga with his brains blown out at the same burger stand where beep hang out now this is not a tape recorder sayin that he did it but ever since that day i was lookin at him different that was back when i was nine joey packed the nine pakistan on every porch is fine we adapt to crime pack a van with four guns at a time with the sliding door fuck is up fuck you shootin for if you aint walkin up you fuckin punk pickin up the fuckin pump pickin off you suckers suck a dick or die or sucker punch a wall of bullets comin from aks ars ayy yallduck thats what momma said when we was eatin that free lunch aw man goddamn all hell broke loose you killed my cousin back in fuck yo truce now crawl your head in that noose you wind up dead on the news aint no peace treaty just piecin bgs up to preapprove bodies on top of bodies ivs on top of ivs obviously the coroner between the sheets like the isleys when you hop on that trolley make sure your colors correct make sure youre corporate or theyll be callin your mother collect they say the governor collect all of our taxes except when we in traffic and tragic happens that shit aint no threat you movin backwards if you suggest that you sleep with a tec go buy a chopper and have a doctor on speed dial i guess maad city  kendrick lamar man down where you from nigga fuck who you knowwhere you from my nigga where your grandma stay huh my nigga this maad city i run my nigga  kendrick lamar schoolboy q if pirus and crips all got along theyd probably gun me down by the end of this song seem like the whole city go against me every time im in the street i hear yawk yawk yawk part ii produced by terrace martin  mc eiht wake yo punkass up it aint nothin but a compton thang gyeah real simple and plain let me teach you some lessons about the street smoke somethin nigga hood sup cuz it aint nothin but a compton thang gyeah how we do  kendrick lamar fresh outta school cause i was a high school grad sleepin in the living room of my mommas pad reality struck i seen the white car crash hit the light pole two niggas hopped out on foot and dashed my pops said i needed a job i thought i believed him security guard for a month and ended up leavin in fact i got fired cause i was inspired by all of my friends to stage a robbery the third saturday i clocked in projects tore up gang signs get thrown up cocaine laced in marijuana and they wonder why i rarely smoke now imagine if your first blunt had you foamin at the mouth i was straight tweakin the next weekend we broke even i made allegiance that made a promise to see you bleedin you know the reasons but still will never know my life kendrick aka comptons human sacrifice interlude mc eiht gyeah cocaine weed niggas been mixin shit since the loc sherm sticks buttnakeds dip make a nigga flip cluck heads all up and down the block and shit one times crooked and shit block a nigga in alondra rosecrans bullis its compton  mc eiht im still in the hood loc yeah thats cool shit the hood took me under so i follow the rules but yeah thats like me i grew up in the hood where they bang and niggas that rep colors is doin the same thang pass it to the left so i can smoke on me a couple drivebys in the hood lately shit couple of ivs with the fuckin spraycan shots in the crowd then everybody ran crew im finna slay the street life i crave shots hit the enemy hearts turn brave mount up regulators in the whip down the boulevard with the pistol grip yeah trip we in the hood still so loc grab a strap cause yeah its so real yeah deal with the outcome a strap in the hand and a bird and ten grands where a mothafucka stand  kendrick lamar if i told you i killed a nigga at sixteen would you believe me perceive me to be innocent kendrick you seen in the street with a basketball and some now and laters to eat if i mentioned all of my skeletons would you jump in the seat would you say my intelligence now is great relief and its safe to say that our next generation maybe can sleep with dreams of bein a lawyer or doctor instead of boy with a chopper that hold the culdesac hostage kill em all if they gossip the children of the corn they vandalizin the option of livin a lie drown their body with toxins constantly drinkin and drive hit the powder then watch this flame that arrive in his eye listen coward the concept is aim and then bang it and slide out that bitch with deposit a price on his head the tithes probably go to the projects i live inside the belly of the rough compton usa made me an angel on angel dust what scratches maad city compton  nigga pass dot the bottle damn you aint the one that got fucked up what you holdin it for niggas always actin unsensitive and shit nigga that aint no word nigga shut up hey dot you good my nigga dont even trip just lay back and drink that,"October 22, 2012",Kendrick Lamar,​m.A.A.d city
produced by taz arnold whoarei additional production by sounwave  kendrick lamar screaming  kendrick lamar loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated  kendrick lamar i place blame on you still place shame on you still feel like you aint shit feel like you dont feel confidence in yourself breakin on marble floors watchin anonymous strangers tellin me that im yours but you aint shit im convinced your tolerance nothin special what can i blame you for nigga i can name several situations ill start with your little sister bakin a baby inside just a teenager where your patience where was your antennas where was the influence you speak of you preached in front of but never reached her i fuckin tell you you fuckin failureyou aint no leader i never liked you forever despise youi dont need you the world dont need you dont let them deceive you numbers lie too fuck your pride too thats for dedication thought money would change you made you more complacent i fuckin hate you i hope you embrace it i swear  kendrick lamar loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated loving you is complicated  kendrick lamar lovin you lovin you not lovin you proof i can feel your vibe and recognize that youre ashamed of me yes i hate you too break jessica vielmas loving you aint really complicated housekeeping housekeeping what i got to do to get to you abre la puerta abre la puerta tengo que limpiar el cuarto to you es que no hay mucho tiempo tengo que limpiar el cuarto loving you aint really complicated disculpe what i got to do to get to you to you beat switch  kendrick lamar you the reason why mama and them leavin no you aint shit you say you love them i know you dont mean it i know youre irresponsible selfish in denial cant help it your trials and tribulations a burden everyone felt it everyone heard it multiple shots corners cryin out you was deserted where was your antennas again where was your presence where was your support that you pretend you aint no brother you aint no disciple you aint no friend a friend never leave compton for profit or leave his best friend little brother you promised youd watch him before they shot him where was your antennas on the road bottles and bitches you facetimed him one time thats unforgiven you even facetimed instead of a hospital visit guess you thought he would recover well third surgery they couldnt stop the bleeding for real then he died god himself will say you fuckin failed you aint try  kendrick lamar i know your secrets nigga mood swings is frequent nigga i know depression is restin on your heart for two reasons nigga i know you and a couple block boys aint been speakin nigga yall damn near beefin i see it and youre the reason nigga and if this bottle could talk gulping i cry myself to sleep bitch everything is your fault faults breakin to pieces earthquakes on every weekend because you shook as soon as you knew confinement was needed i know your secrets dont let me tell them to the world about that shit you thinkin and that time you gulping im bout to hurl im fucked up but i aint as fucked up as you you just cant get right i think your heart made of bullet proof shouldve killed yo ass a long time ago you shouldve feeled that black revolver blast a long time ago and if those mirrors could talk itd say you gotta go and if i told your secrets the worldll know money cant stop a suicidal weakness,"March 15, 2015",Kendrick Lamar,​u
all the ladies of the canyon wearing black to their house parties crosby stills and nash is playing wine is flowing with bacardi pre but sometimes girls just want to have fun the poetry inside of me is warm like a gun  i bought me a truck in the middle of the night itll buy me a year if i play my cards right photofree exits from babys bedside cause they dont yet know what car i drive im just tryna keep my love alive with my bartender hold me all night bartender our loves alive baby remember im not drinking wine but that cherry coke you serve is fine and our loves sweet enough on the vine bartender bartttender  all the ladies of the canyon wearing white for their tea parties playing games of levitation meditating in the garden pre and i love the little games that we play from the valley to the beach and when at last the day is done i grab my keys  i bought me a truck in the middle of the night itll buy me a year if i play my cards right photofree exits from babys bedside cause they dont yet know what car i drive im just tryna keep my love alive with my bartender hold me all night bartender our loves alive baby remember im not drinking wine but that cherry coke you serve is fine and our loves sweet enough on the vine bartttender bartttender bartttender ha ha ha ha  i bought me a truck in the middle of the night mph on pch drive here to long beach to newport by your side as they dont yet know where i reside miles from the last place i hide with my bartttender hold me all night bartttender keep love alive bartttender,"August 30, 2019",Lana Del Rey,Bartender
one two three four  you dont ever have to be stronger than you really are when youre lying in my arms baby you dont ever have to go faster than your fastest pace or faster than my fastest cars pre i shouldnt have done it but i read it in your letter you said to a friend that you wish you were doing better i wanted to reach out but i never said a thing i shouldnt have done it but i read it in your letter you said to a friend that you wish you were doing better i wanted to call you but i didnt say a thing two three four  oh ill pick you up if you come back to america just hit me up cause this is crazy love ill catch you on the flip side if you come back to california you should just hit me up well do whatever you want travel wherever how far well hit up all the old places well have a party well dance til dawn ill pick up all of your vogues and all of your rolling stones your favorite liquor off the top shelf ill throw a party all night long  you dont ever have to be stronger than you really are when youre lying in my arms and honey you dont ever have to act cooler than you think you should youre brighter than the brightest stars pre youre scared to win scared to lose ive heard the war was over if you really choose the one in and around you you hate the heat you got the blues changing like the weather oh thats so like you the santa ana moves you two three four  oh ill pick you up if you come back to america just hit me up cause this is crazy love ill catch you on the flip side if you come back to california you should just hit me up well do whatever you want travel wherever how far well hit up all the old places well have a party well dance til dawn ill pick up all of your vogues and all of your rolling stones your favorite liquor off the top shelf ill throw a party all night long  oh ill pick you up if you come back to america just hit me up cause this is crazy love ill catch you on the flip side if you come back to california you should just hit me up,"August 30, 2019",Lana Del Rey,California
cinnamon in my teeth from your kiss youre touching me all the pills that you take violet blue green red to keep me at arms length dont work you try to push me out but i just find my way back in violet blue green red to keep me out i win  theres things i wanna say to you but ill just let you live like if you hold me without hurting me youll be the first who ever did theres things i wanna talk about but better not to give but if you hold me without hurting me youll be the first who ever did post ah ah ah ah ah ah hold me love me touch me honey be the first who ever did ah ah ah ah ah ah hold me love me touch me honey be the first who ever did  kerosene in my hands you make me mad on fire again all the pills that you take violet blue green red to keep me at arms length dont work  theres things i wanna say to you but ill just let you live like if you hold me without hurting me youll be the first who ever did theres things i wanna talk about but better not to give but if you hold me without hurting me youll be the first who ever did post ah ah ah ah ah ah hold me love me touch me honey be the first who ever did ah ah ah ah ah ah hold me love me touch me honey be the first who ever did  theres things i wanna say to you but ill just let you live like if you hold me without hurting me youll be the first who ever did theres things i wanna talk about but better not to give like if you hold me without hurting me youll be the first who ever did,"August 30, 2019",Lana Del Rey,Cinnamon Girl
summertime and the livins easy bradleys on the microphone with ras mg all the people in the dance will agree that were wellqualified to represent the lbc me me and louie we gonna run to the party and dance to the rhythm it gets harder  me and my girl we got this relationship i love her so bad but she treats me like shit on lockdown like a penitentiary she spreads her lovin all over and when she gets home theres none left for me  summertime and the livins easy bradleys on the microphone with ras mg all the people in the dance will agree that were wellqualified to represent the lbc me me and louie we gonna run to the party and dance to the rhythm it gets harder harder yeah harder yeah  oh take this veil from off my eyes my burning sun will some day rise so what am i gonna be doin for a while said im gonna play with myself show them how we come off the shelf  summertime and the livins easy bradleys on the microphone with ras mg all the people in the dance will agree that were wellqualified to represent the lbc me me and louie we gonna run to the party and dance to the rhythm it gets harder harder yeah harder yeah  evil weve come to tell you that shes evil most definitely evil ornery scandalous and evil most definitely the tension its getting hotter id like to hold her head underwater summertime ah ah ah  summertime and the livins easy bradleys on the microphone with ras mg all the people in the dance will agree that were wellqualified to represent the lbc me me and louie we gonna run to the party and dance to the rhythm it gets harder,"May 17, 2019",Lana Del Rey,Doin' Time
i like to see everything in neon drink lime green stay up til dawn maybe the way that im living is killing me i like to light up the stage with a song do shit to keep me turned on but one day i woke up like maybe ill do it differently pre so i moved to california but its just a state of mind it turns out everywhere you go you take yourself thats not a lie wish that you would hold me or just say that you were mine its killing me slowly  dream a little dream of me make me into something sweet turn the radio on dancing to a pop song fuck it i love you fuck it i love you fuck it i love you i really do  i used to shoot up my veins in neon and shits even brighter youre gone so many things i would say to you i want you pre you moved to california but its just a state of mind and you know everyone adores you you cant feel it and youre tired baby wish that you would hold me or just say that you were mine but its killing me slowly  dream a little dream of me turn this into something sweet turn the radio on dancing to a pop song fuck it i love you fuck it i love you fuck it i love you i really do  it turns out californias more than just a state of mind i met you on the boulevard wind through my hair you blew my mind and if i wasnt so fucked up i think id fuck you all the time i really do its killing me slowly  fuck it i love you i moved to california but its just a state of mind fuck it i love you it turns out everywhere you go you take yourself thats not a lie fuck it i love you wish that you would hold me or just say that you were mine i really do its killing me slowly  fuck it i love you california dreamin got my money on my mind fuck it i love you chances in my veins running out of time fuck it i love you california dreamin got my money on my mind i really do chances in my veins running out of time fuck it i love you california dreamin got my money on my mind fuck it i love you chances in my veins running out of time fuck it i love you california dreamin got my money on my mind i really do chances in my veins running out of time,"August 22, 2019",Lana Del Rey,Fuck it I love you
john met me down on the boulevard cried on his shoulder cause life is hard the waves came in over my head what you been up to my baby havent seen you round here lately all of the guys tell me lies but you dont you just crack another beer and pretend that youre still here  this is how to disappear this is how to disappear  joe met me down at the training yard cuts on his face cause he fought too hard i know hes in over his head but i love that man like nobody can he moves mountains and pounds them to ground again i watched the guys getting high as they fight for the things that they hold dear to forget the things they fear  this is how to disappear this is how to disappear guitar solo  now its been years since i left new york ive got a kid and two cats in the yard the california sun and the movie stars i watch the skies getting light as i write as i think about those years as i whisper in your ear  im always going to be right here no ones going anywhere,"August 30, 2019",Lana Del Rey,How to disappear
